dataset	cell	class	ngenes	reads
VASA published, mouse	356	single	3	1251
VASA published, mouse	356	single	4	22
VASA published, mouse	356	single	6	2
VASA published, mouse	356	single	8	2
VASA published, mouse	356	single	12	1
VASA published, mouse	356	single	13	3
VASA published, mouse	356	single	14	3
VASA published, mouse	356	single	15	1
VASA published, mouse	356	single	17	6
VASA published, mouse	356	single	18	1
VASA published, mouse	356	single	19	10
VASA published, mouse	356	single	20	53
VASA published, mouse	358	multi	1	10839
VASA published, mouse	358	multi	2	14127
VASA published, mouse	358	multi	3	6724
VASA published, mouse	358	multi	4	9587
VASA published, mouse	358	multi	5	2742
VASA published, mouse	358	multi	6	3124
VASA published, mouse	358	multi	7	590
VASA published, mouse	358	multi	8	407
VASA published, mouse	358	multi	9	1133
VASA published, mouse	358	multi	10	96
VASA published, mouse	358	multi	11	55
VASA published, mouse	358	multi	12	18
VASA published, mouse	358	multi	13	29
VASA published, mouse	358	multi	18	4
VASA published, mouse	358	multi	19	8
VASA published, mouse	358	multi	20	46
VASA published, mouse	358	single	1	349756
VASA published, mouse	358	single	2	13440
VASA published, mouse	358	single	3	669
VASA published, mouse	358	single	4	21
VASA published, mouse	358	single	6	3
VASA published, mouse	358	single	7	1
VASA published, mouse	358	single	18	2
VASA published, mouse	358	single	20	59
VASA published, mouse	359	multi	1	10849
VASA published, mouse	359	multi	2	14900
VASA published, mouse	359	multi	3	7037
VASA published, mouse	359	multi	4	5895
VASA published, mouse	359	multi	5	2376
VASA published, mouse	359	multi	6	2433
VASA published, mouse	359	multi	7	603
VASA published, mouse	359	multi	8	492
VASA published, mouse	359	multi	9	1112
VASA published, mouse	359	multi	10	146
VASA published, mouse	359	multi	11	56
VASA published, mouse	359	multi	12	26
VASA published, mouse	359	multi	13	24
VASA published, mouse	359	multi	14	1
VASA published, mouse	359	multi	15	1
VASA published, mouse	359	multi	16	5
VASA published, mouse	359	multi	18	12
VASA published, mouse	359	multi	19	3
VASA published, mouse	359	multi	20	54
VASA published, mouse	359	single	1	359353
VASA published, mouse	359	single	2	13273
VASA published, mouse	359	single	3	655
VASA published, mouse	359	single	4	14
VASA published, mouse	359	single	5	3
VASA published, mouse	359	single	6	1
VASA published, mouse	359	single	9	2
VASA published, mouse	359	single	12	8
VASA published, mouse	359	single	15	20
VASA published, mouse	359	single	18	3
VASA published, mouse	359	single	19	4
VASA published, mouse	359	single	20	47
VASA published, mouse	362	multi	1	9956
VASA published, mouse	362	multi	2	14358
VASA published, mouse	362	multi	3	6983
VASA published, mouse	362	multi	4	7699
VASA published, mouse	362	multi	5	2648
VASA published, mouse	362	multi	6	2834
VASA published, mouse	362	multi	7	701
VASA published, mouse	362	multi	8	453
VASA published, mouse	362	multi	9	1202
VASA published, mouse	362	multi	10	147
VASA published, mouse	362	multi	11	80
VASA published, mouse	362	multi	12	38
VASA published, mouse	362	multi	13	14
VASA published, mouse	362	multi	14	2
VASA published, mouse	362	multi	16	2
VASA published, mouse	362	multi	17	2
VASA published, mouse	362	multi	18	1
VASA published, mouse	362	multi	19	3
VASA published, mouse	362	multi	20	67
VASA published, mouse	362	single	1	340617
VASA published, mouse	362	single	2	12466
VASA published, mouse	362	single	3	458
VASA published, mouse	362	single	4	8
VASA published, mouse	362	single	12	5
VASA published, mouse	362	single	14	2
VASA published, mouse	362	single	15	1
VASA published, mouse	362	single	16	5
VASA published, mouse	362	single	19	3
VASA published, mouse	362	single	20	69
VASA published, mouse	364	multi	1	4709
VASA published, mouse	364	multi	2	6883
VASA published, mouse	364	multi	3	2941
VASA published, mouse	364	multi	4	2394
VASA published, mouse	364	multi	5	1098
VASA published, mouse	364	multi	6	911
VASA published, mouse	364	multi	7	284
VASA published, mouse	364	multi	8	280
VASA published, mouse	364	multi	9	312
VASA published, mouse	364	multi	10	76
VASA published, mouse	364	multi	11	29
VASA published, mouse	364	multi	12	19
VASA published, mouse	364	multi	13	2
VASA published, mouse	364	multi	18	5
VASA published, mouse	364	multi	19	1
VASA published, mouse	364	multi	20	40
VASA published, mouse	364	single	1	128926
VASA published, mouse	364	single	2	4627
VASA published, mouse	364	single	3	181
VASA published, mouse	364	single	4	6
VASA published, mouse	364	single	18	3
VASA published, mouse	364	single	20	31
VASA published, mouse	366	multi	1	2175
VASA published, mouse	366	multi	2	3329
VASA published, mouse	366	multi	3	1339
VASA published, mouse	366	multi	4	1072
VASA published, mouse	366	multi	5	567
VASA published, mouse	366	multi	6	409
VASA published, mouse	366	multi	7	136
VASA published, mouse	366	multi	8	91
VASA published, mouse	366	multi	9	131
VASA published, mouse	366	multi	10	66
VASA published, mouse	366	multi	11	11
VASA published, mouse	366	multi	12	7
VASA published, mouse	366	multi	13	3
VASA published, mouse	366	multi	18	2
VASA published, mouse	366	multi	20	18
VASA published, mouse	366	single	1	60082
VASA published, mouse	366	single	2	2205
VASA published, mouse	366	single	3	72
VASA published, mouse	366	single	20	20
VASA published, mouse	368	multi	1	16632
VASA published, mouse	368	multi	2	24744
VASA published, mouse	368	multi	3	11666
VASA published, mouse	368	multi	4	25289
VASA published, mouse	368	multi	5	4971
VASA published, mouse	368	multi	6	8018
VASA published, mouse	368	multi	7	1228
VASA published, mouse	368	multi	8	717
VASA published, mouse	368	multi	9	2637
VASA published, mouse	368	multi	10	291
VASA published, mouse	368	multi	11	142
VASA published, mouse	368	multi	12	51
VASA published, mouse	368	multi	13	81
VASA published, mouse	368	multi	14	8
VASA published, mouse	368	multi	15	1
VASA published, mouse	368	multi	18	17
VASA published, mouse	368	multi	19	3
VASA published, mouse	368	multi	20	67
VASA published, mouse	368	single	1	559707
VASA published, mouse	368	single	2	24169
VASA published, mouse	368	single	3	1091
VASA published, mouse	368	single	4	34
VASA published, mouse	368	single	5	5
VASA published, mouse	368	single	6	5
VASA published, mouse	368	single	7	3
VASA published, mouse	368	single	8	4
VASA published, mouse	368	single	9	5
VASA published, mouse	368	single	10	14
VASA published, mouse	368	single	13	1
VASA published, mouse	368	single	16	5
VASA published, mouse	368	single	20	102
VASA published, mouse	370	multi	1	23745
VASA published, mouse	370	multi	2	32676
VASA published, mouse	370	multi	3	16068
VASA published, mouse	370	multi	4	41159
VASA published, mouse	370	multi	5	7691
VASA published, mouse	370	multi	6	10212
VASA published, mouse	370	multi	7	1543
VASA published, mouse	370	multi	8	1017
VASA published, mouse	370	multi	9	4740
VASA published, mouse	370	multi	10	442
VASA published, mouse	370	multi	11	178
VASA published, mouse	370	multi	12	50
VASA published, mouse	370	multi	13	163
VASA published, mouse	370	multi	14	14
VASA published, mouse	370	multi	15	2
VASA published, mouse	370	multi	16	5
VASA published, mouse	370	multi	18	8
VASA published, mouse	370	multi	19	3
VASA published, mouse	370	multi	20	129
VASA published, mouse	370	single	1	756007
VASA published, mouse	370	single	2	35878
VASA published, mouse	370	single	3	1403
VASA published, mouse	370	single	4	60
VASA published, mouse	370	single	9	4
VASA published, mouse	370	single	14	38
VASA published, mouse	370	single	15	1
VASA published, mouse	370	single	17	6
VASA published, mouse	370	single	18	4
VASA published, mouse	370	single	20	149
VASA published, mouse	372	multi	1	12109
VASA published, mouse	372	multi	2	17453
VASA published, mouse	372	multi	3	8523
VASA published, mouse	372	multi	4	15945
VASA published, mouse	372	multi	5	3696
VASA published, mouse	372	multi	6	5152
VASA published, mouse	372	multi	7	939
VASA published, mouse	372	multi	8	577
VASA published, mouse	372	multi	9	2109
VASA published, mouse	372	multi	10	241
VASA published, mouse	372	multi	11	80
VASA published, mouse	372	multi	12	41
VASA published, mouse	372	multi	13	32
VASA published, mouse	372	multi	14	3
VASA published, mouse	372	multi	15	1
VASA published, mouse	372	multi	18	6
VASA published, mouse	372	multi	19	18
VASA published, mouse	372	multi	20	67
VASA published, mouse	372	single	1	402742
VASA published, mouse	372	single	2	17810
VASA published, mouse	372	single	3	851
VASA published, mouse	372	single	4	29
VASA published, mouse	372	single	6	9
VASA published, mouse	372	single	7	3
VASA published, mouse	372	single	10	3
VASA published, mouse	372	single	14	6
VASA published, mouse	372	single	15	2
VASA published, mouse	372	single	17	2
VASA published, mouse	372	single	19	4
VASA published, mouse	372	single	20	13
VASA published, mouse	374	multi	1	18924
VASA published, mouse	374	multi	2	27661
VASA published, mouse	374	multi	3	11630
VASA published, mouse	374	multi	4	15327
VASA published, mouse	374	multi	5	4702
VASA published, mouse	374	multi	6	5805
VASA published, mouse	374	multi	7	1292
VASA published, mouse	374	multi	8	678
VASA published, mouse	374	multi	9	2668
VASA published, mouse	374	multi	10	290
VASA published, mouse	374	multi	11	123
VASA published, mouse	374	multi	12	49
VASA published, mouse	374	multi	13	45
VASA published, mouse	374	multi	14	4
VASA published, mouse	374	multi	15	2
VASA published, mouse	374	multi	17	2
VASA published, mouse	374	multi	18	8
VASA published, mouse	374	multi	19	17
VASA published, mouse	374	multi	20	93
VASA published, mouse	374	single	1	634231
VASA published, mouse	374	single	2	25168
VASA published, mouse	374	single	3	1207
VASA published, mouse	374	single	4	31
VASA published, mouse	374	single	7	6
VASA published, mouse	374	single	11	3
VASA published, mouse	374	single	13	2
VASA published, mouse	374	single	14	11
VASA published, mouse	374	single	15	1
VASA published, mouse	374	single	17	1
VASA published, mouse	374	single	18	12
VASA published, mouse	374	single	20	51
VASA published, mouse	376	multi	1	18748
VASA published, mouse	376	multi	2	28540
VASA published, mouse	376	multi	3	13909
VASA published, mouse	376	multi	4	25061
VASA published, mouse	376	multi	5	5924
VASA published, mouse	376	multi	6	9617
VASA published, mouse	376	multi	7	1298
VASA published, mouse	376	multi	8	1001
VASA published, mouse	376	multi	9	3298
VASA published, mouse	376	multi	10	372
VASA published, mouse	376	multi	11	208
VASA published, mouse	376	multi	12	73
VASA published, mouse	376	multi	13	84
VASA published, mouse	376	multi	14	4
VASA published, mouse	376	multi	15	4
VASA published, mouse	376	multi	16	4
VASA published, mouse	376	multi	18	8
VASA published, mouse	376	multi	19	7
VASA published, mouse	376	multi	20	194
VASA published, mouse	376	single	1	711835
VASA published, mouse	376	single	2	27372
VASA published, mouse	376	single	3	1223
VASA published, mouse	376	single	4	69
VASA published, mouse	376	single	5	1
VASA published, mouse	376	single	7	1
VASA published, mouse	376	single	11	10
VASA published, mouse	376	single	12	3
VASA published, mouse	376	single	14	16
VASA published, mouse	376	single	15	4
VASA published, mouse	376	single	16	22
VASA published, mouse	376	single	18	1
VASA published, mouse	376	single	19	2
VASA published, mouse	376	single	20	108
VASA published, mouse	378	multi	1	6492
VASA published, mouse	378	multi	2	9174
VASA published, mouse	378	multi	3	3869
VASA published, mouse	378	multi	4	5120
VASA published, mouse	378	multi	5	1400
VASA published, mouse	378	multi	6	2009
VASA published, mouse	378	multi	7	315
VASA published, mouse	378	multi	8	230
VASA published, mouse	378	multi	9	646
VASA published, mouse	378	multi	10	82
VASA published, mouse	378	multi	11	49
VASA published, mouse	378	multi	12	28
VASA published, mouse	378	multi	13	24
VASA published, mouse	378	multi	16	2
VASA published, mouse	378	multi	18	6
VASA published, mouse	378	multi	19	1
VASA published, mouse	378	multi	20	20
VASA published, mouse	378	single	1	199669
VASA published, mouse	378	single	2	8609
VASA published, mouse	378	single	3	371
VASA published, mouse	378	single	4	11
VASA published, mouse	378	single	5	2
VASA published, mouse	378	single	6	4
VASA published, mouse	378	single	7	3
VASA published, mouse	378	single	15	1
VASA published, mouse	378	single	16	2
VASA published, mouse	378	single	20	5
VASA published, mouse	380	multi	1	6923
VASA published, mouse	380	multi	2	10421
VASA published, mouse	380	multi	3	4627
VASA published, mouse	380	multi	4	4781
VASA published, mouse	380	multi	5	1554
VASA published, mouse	380	multi	6	2174
VASA published, mouse	380	multi	7	415
VASA published, mouse	380	multi	8	337
VASA published, mouse	380	multi	9	954
VASA published, mouse	380	multi	10	93
VASA published, mouse	380	multi	11	74
VASA published, mouse	380	multi	12	39
VASA published, mouse	380	multi	13	7
VASA published, mouse	380	multi	14	2
VASA published, mouse	380	multi	18	2
VASA published, mouse	380	multi	19	1
VASA published, mouse	380	multi	20	49
VASA published, mouse	380	single	1	236755
VASA published, mouse	380	single	2	8612
VASA published, mouse	380	single	3	362
VASA published, mouse	380	single	4	6
VASA published, mouse	380	single	6	3
VASA published, mouse	380	single	7	9
VASA published, mouse	380	single	8	1
VASA published, mouse	380	single	9	2
VASA published, mouse	380	single	10	1
VASA published, mouse	380	single	12	3
VASA published, mouse	380	single	14	6
VASA published, mouse	380	single	15	2
VASA published, mouse	380	single	19	1
VASA published, mouse	380	single	20	1
VASA published, mouse	382	multi	1	1220
VASA published, mouse	382	multi	2	1644
VASA published, mouse	382	multi	3	853
VASA published, mouse	382	multi	4	1661
VASA published, mouse	382	multi	5	495
VASA published, mouse	382	multi	6	707
VASA published, mouse	382	multi	7	79
VASA published, mouse	382	multi	8	83
VASA published, mouse	382	multi	9	656
VASA published, mouse	382	multi	10	12
VASA published, mouse	382	multi	11	19
VASA published, mouse	382	multi	12	4
VASA published, mouse	382	multi	18	1
VASA published, mouse	382	multi	20	5
VASA published, mouse	382	single	1	42546
VASA published, mouse	382	single	2	1615
VASA published, mouse	382	single	3	108
VASA published, mouse	382	single	4	4
VASA published, mouse	382	single	20	8
VASA published, mouse	383	multi	1	16402
VASA published, mouse	383	multi	2	23455
VASA published, mouse	383	multi	3	10429
VASA published, mouse	383	multi	4	21612
VASA published, mouse	383	multi	5	5845
VASA published, mouse	383	multi	6	5146
VASA published, mouse	383	multi	7	943
VASA published, mouse	383	multi	8	636
VASA published, mouse	383	multi	9	2301
VASA published, mouse	383	multi	10	175
VASA published, mouse	383	multi	11	106
VASA published, mouse	383	multi	12	34
VASA published, mouse	383	multi	13	33
VASA published, mouse	383	multi	14	2
VASA published, mouse	383	multi	15	3
VASA published, mouse	383	multi	16	4
VASA published, mouse	383	multi	18	4
VASA published, mouse	383	multi	20	111
VASA published, mouse	383	single	1	537336
VASA published, mouse	383	single	2	22782
VASA published, mouse	383	single	3	954
VASA published, mouse	383	single	4	50
VASA published, mouse	383	single	5	2
VASA published, mouse	383	single	6	3
VASA published, mouse	383	single	20	14
